Replication	Iterations	LB estimate	Total time	Master time	 Subproblem time	 Optimality time	Argmax time	UB Estimate	Error	CI-L	CI-U	Outcomes
1	256	894.8134	0.0000	3.0806	0.0563	0.0000	0.0103
