Replication	Iterations	LB estimate	Total time	Master time	 Subproblem time	 Optimality time	Argmax time	UB Estimate	Error	CI-L	CI-U	Outcomes
1	280	435.7734	0.0000	3.6333	0.0651	0.0000	0.0117
