Replication	Iterations	LB estimate	Total time	Master time	 Subproblem time	 Optimality time	Argmax time	UB Estimate	Error	CI-L	CI-U	Outcomes
1	373	245915.4484	0.0000	5.1021	0.4009	0.0000	0.0644
