Replication	Iterations	LB estimate	Total time	Master time	 Subproblem time	 Optimality time	Argmax time	UB Estimate	Error	CI-L	CI-U	Outcomes
1	132	-631.9591	0.0000	0.5365	0.0113	0.0000	0.0009
